id,date,source,transaction,transaction_group,category,category_group,area,area_group,price_usd,price_text,size_m2,land_dunum,floor,price_per_m2,score,has_photos,tags,parse_confidence,needs_review,raw_text
56a5da7d30,2026-08-07,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,ركن الدين,ركن الدين,160000.0,160 الف $,90.0,,طابق أول,1777.78,9,True,فيديو,high,False,"منزل للبيع🌷
 بشرقي ركن الدين 
خلف الإمداد والتموين 
مساحة 90 متر طابق أول 
الكسوة قديمة 
 شمالي غربي 
غرفتين و صالون و موزع
المطلوب  160 الف $  و سكرا
يوجد فيديو 🌷"
0afef00a00,2026-08-07,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,ركن الدين,ركن الدين,210000.0,210 الف$,,,طابق خامس,,8,True,طابو أخضر; سطح; مصعد; صور,medium,True,": بيت للبيع🎯
 شرقي ركن الدين 
كسوة سوبر
3 غرف وصالون
 مساحة 120
كسوة جديدة
طابق خامس مع مصعد 
قبلي غربي شمالي 
إطلالة جميلة 
طابو أخضر  2400
 في حصة بالسطح
وطاقة مي وطاقة كهربا
المطلوب 210 الف$ و بازار
يوجد صور للزبون🎯"
40b1ac9c6e,2026-08-07,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,ركن الدين,ركن الدين,180000.0,180 الف$,100.0,,طابق أول,1800.0,8,False,,high,False,"للبيع شقه💥
بالشرقي ركن الدين
طابق اول
اطلاله على الحدائق من الجهتين
مساحه 100 متر
الاتجاهات شرقي غربي
٣ غرف وصوفا
كسوة قديمه 
المطلوب  180 الف$
يوجد صوؤ💥"
54443be5a2,2026-08-07,uploaded WhatsApp dump Aug 5-25,بيع,بيع,تجاري,محل تجاري,باب الجابية,باب الجابية,15000.0,السعر 15,450.0,,أرضي,33.33,9,False,تجاري,high,False,"للبيع🌹
: فندق للبيع في باب الجابيه
كسوه قديمة جيدة 
الطابق الاول ٢١غرفة
الطابق الارضي غرف ومستودعات كبيرة وارض ديار مع فسحة سماوية ومدخل كبير للفندق ومكتب استقبال مساحة طابقية ٤٥٠ متر
ملكيه و فروغ
[ والسعر 15مليار وبازار مرتب🌹"
1271cbd38f,2026-08-06,uploaded WhatsApp dump Aug 5-25,بيع,بيع,فيلا,سكني,يعفور,يعفور,1400000.0,"1,400,000 دولار",130.0,5.0,"قبو, طابق 13",10769.23,10,True,طابو أخضر; قبو; صور; مسبح,high,False,"للبيع عقار استثماري🎯🎯 لقطططططططططه
 مميز بمنطقة يعفور، شارع المدرسة الباكستانية، بمساحة 5 دونم، طابو أخضر ومرخص، يضم فيلتين، مسبح، أشجار زيتون وفواكه، وبئرَي مياه جاهزين مع مياه وفيرة. الفيلا الأولى جاهزة بإكساء قديم جيد جداً، مؤلفة من طابقين مساحة كل طابق 130 متر مع قبو بنفس المساحة، والفيلا الثانية بإكساء خارجي وتمديدات داخلية جاهزة، مؤلفة من طابقين مساحة كل طابق 80 متر مع قبو بنفس المساحة. المطلوب 1,400,000 دولار، قابل للتفاوض (بازار).
يوجد.صورممنوع نشرهم🎯🎯"
49d004ea45,2026-08-06,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,برزة,برزة,1000.0,المطلوب 1000,141.0,,طابق أول,,10,True,فيديو; تجاري,high,False,"للاجار منزل🎯
مفروش
طابق اول مساحة 141 متر
ببرزة شارع الرفاعي
غرفتين وصالونين
كسوة ممتازة
المطلوب 1000$ بالشهر
والاجار سنوي حصرا
و عمولة شهر مكتب
يوجد فيديو🎯"
60de8c0dc3,2026-08-06,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,,,12000.0,12.الف$,,,طابق ثاني,,6,True,مصعد; فيديو; تجاري; برندا,medium,True,"منزل للايجار 🎯
ثلاث غرف وصالون ومطبخ وحمامين وبرندا ✨
مفروش بالكامل مع كهربائيات المطبخ ومكيفات ومروحة بكل غرفة وسخان ماء كهربا ومازوت ⚡
طابق تاني لا يوجد مصعد 
عنوان الخطيب 💥 السعر 12.الف$ بالسنة 
اجار سنوي  وفي حكي بالسعر 
وعمولة مكتب
يوجد فيديو🎯"
44b8c4b22d,2026-08-06,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,برنية,برنية,,,160.0,,,,7,False,طابو أخضر; سطح,medium,True,"مواعيدو من 4 لل 6
🎯🎯🎯🎯🎯🎯
🏡 للبيع 🌷
– شقة مميزة في شارع برنية 🌿 مع إطلالة ساحرة
📍 الموقع: شارع برنية
🏢 الطابق: الأول الفني
📐 المساحة: 160 م²
🧭 الاتجاهات: قبلي – شمالي – شرقي
🌳 الإطلالة: مباشرة على الشارع العام والحزام الأخضر
التوزيع الداخلي: 
▪️ خمس غرف وصالون
▪️ برندتان
 ■ الإكساء قديم، لكن مع لمسة تجديد وفق ذوق رفيع، ستتحول الشقة إلى تحفة فنية 
▪️ طابو أخضر
▪️ مكان مخصص لتركيب الطاقة الشمسية على السطح
Read more"
82728f6f41,2026-08-06,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,شارع أسد الدين,شارع أسد الدين,,,20.0,,قبو,,7,False,قبو; حديقة,medium,True,"🌷⚜️⚜️للبيع شقة 
⚜️المنطقة : ركن الدين شارع اسد الدين طلعه ميقريه جانب حلويات الايوبي 

⚜️الوصف الداخلي : غرفتين وصالون ومطبخ اميركي مفتوح عصالون مع غاز غطس مع فلتر هواء 
وحديقه وشلال 
⚜️الكسوه : سوبر ديلوكس  

⚜️الاتجاهات : شمالي 

⚜️المساحه :   80م وحديقه 20 م

⚜️الطابق : قبو  نزول شاحط 

⚜️الملكيه : ملكيه مشتركه فراغ ساعة  كهربا وصرلو حكم محكمه وصف حاله راهنه 
Read more"
6b165424d1,2026-08-05,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,أرض/مزرعة,أرض,الميدان,الميدان,,,145.0,,"أرضي, طابق 2",,6,False,,medium,True,"•⁠  ⁠للايجار مفروش🌻🌻 سنوي منزل في دمشق
•⁠  ⁠*الموقع منطقة الميدان جزماتية جانب مدرسة حسان بن ثابت
•⁠  ⁠المساحة 145م٢
•⁠  ⁠ط 2 من اصل 3 طوابق
كل طابق شقة
•⁠  ⁠2غرف نوم
•⁠  ⁠غرفة جلوس
•⁠  ⁠صالون مع غرفة سفرة
•⁠  ⁠حمام و مطبخ
•⁠  ⁠كاميرات مراقبة لمدخل البناء
•⁠  ⁠وباب حديد حماية وانترفون
•⁠  ⁠كسوة سوبر ديلوكس وفرش كامل مكيفات لكل الغرف
•⁠  ⁠أرضية رخام
•⁠  ⁠هاتف أرضي عدد ٢ و بوابة نت
•⁠  ⁠مدخل مرتب درج رخام مريح
Read more"
cac64f2bf8,2026-08-05,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,البرامكة,البرامكة,1000.0,مطلوب 1000,145.0,,طابق ثاني,,10,True,فيديو; تجاري,high,False,"بيت للاجار السنوي ⚘️ مفروش او بدون            ((نفس السعر)) يصلح مكتب غير معلن او سكني او منظمات  بالبرامكة موقع مميز جداا منطقة هادية .. يوجد العديد من مصفات السيارات ... اطلالة جميلة جداا عند جامع مصعب بن عمير طابق تاني مساحة ١٤٥ متر  ٤ وصالون بر ندا كبيرة  كسوة قديمة نظيقة  مطلوب ١٠٠٠$ سعر منهي  بالشهر  وعمولة شهر مكتب  وتامين كهربا.
يوجد فديو⚘️"
a86f2333f2,,manual chat paste,بيع,بيع,فيلا,سكني,العدوي,العدوي,350000.0,350 الف$,200.0,,"قبو, طابق ثاني",1750.0,9,False,طابو أخضر; سطح; قبو; حديقة,high,False,"للبيع 
منطقة العدوي الفيلااات 
طابق تاني ⭕
مساحة 200م²
الاكساء قديم  ⭕
3 غرف نوم وغرفة سفرة⭕ وجلوس وضيوف و3 حمامات تجاه قبلي شمالي ⭕
اطلالة ع حديقة ⭕
يوجد حصة بسطح وحصة بلقبو 
طابو اخضر 2400

سعر 350 الف$ وبازار"
de76d8f1e8,,manual chat paste,بيع,بيع,تجاري,محل تجاري,ركن الدين,ركن الدين,400000.0,400الف $,220.0,,"قبو, طابق أول",1818.18,9,False,طابو أخضر; سطح; قبو; تجاري,high,False,"للبيع⭕
 شقة منطقة شرقي ركن الدين طلالة على الاتوستراد مباشرة ⭕
اطلاله مفتوحة ⭕
اخد سوكة كاملة ⭕
طابق  اول ⭕
 مساحة 220م كامل 
الاكساء نظيف
5 غرف وصالون⭕
طابو اخضر 2400⭕
اتجاه شرقي قبلي شمالي 
يوجد حصة بسطح وحصة بلقبو ⭕

  موقع استراتيجي هام جدا
ملاحظة العقار ⭕
 يصلح مجمع عيادات او مكتب هندسه أو مركز شركة⭕
سعر  400الف $وبازار⭕"
6812c1cb02,,manual chat paste,بيع,بيع,شقة/سكني,سكني,كفرسوسة,كفرسوسة,575000.0,575 الف$,170.0,,,3382.35,9,False,طابو أخضر; مصعد; برندا,high,False,"للبيع ⭕
تنظيم كفرسوسة⭕
 تنظيم كفرسوسة شارع لافيولا
المساحة 170 م⭕
 الطابق لسادس بناء 12 طابق  اطلالة مفتوحة على ماروتا سيتي و جبل قاسيون
 الوصف  3 غرف و غرفة⭕ وصالون كبير و برندا مقززة على طول البيت ⭕
 الاتجاهات  غربي شمالي
 الاكساء  جيد جاهزة للسكن⭕
 طابو اخضر 2400⭕
 مصعد 24سا

سعر 575 الف$ وبازار"
753f1a3af7,,manual chat paste,بيع,بيع,شقة/سكني,سكني,العدوي,العدوي,200000.0,200 الف$,110.0,,طابق أول,1818.18,9,False,طابو أخضر; سطح; مصعد; كراج,high,False,"للبيع ⭕
منطقة العدوي عند جسر الحياة ⭕
طابق اول ⭕
مساحة 110م⭕
الاكساء عادي ⭕
3 غرف وصوفه 
يوجد مصعد 24سا
اتجاه قبلي شمالي ⭕
يوجد حصة بسطح 
يوجد كراج البناء ⭕
طابو اخضر 2400

سعر 200 الف$ وبازار⭕"
2f26112f2b,,manual chat paste,بيع,بيع,شقة/سكني,سكني,الميسات,الميسات,100000.0,100 الف,80.0,,,1250.0,9,False,حديقة,high,False,"🌷شقه للبيع الميسات عند دوار الميسات
نزول شاحطين مشمس ومهوي 80م غرفتين وصالون وجنينه اكساء سوبر ديلوكس لسا ما انسكن البيت 
الملكية حكم محكمه قابل يصيرطابو
100 الف وبازار.🌷."
18cee7277c,,manual chat paste,بيع,بيع,شقة/سكني,سكني,الميسات,الميسات,400000.0,400 الف,300.0,,بلاطة كاملة,1333.33,10,True,طابو أخضر; سطح; صور,high,False,"للبيع شقه🎯
طلعة الميسات 
بلاطه كامله
قبل جامع ابو النور
مساحه 300 متر
مع السطح مساحه 300 متر ورقه طابو لحالها
5 غرف وصالون
بناء اربع طوابق
الاتجاهات قبلي شرقي
الكسوة قديمه نضيفه
طابو اخضر 2400 سهم
المطلوب 400 الف منهي
يوجد صور🎯"
b552a33be5,,existing database raw_text,بيع,بيع,تجاري,محل تجاري,باب الجابية,باب الجابية,,,450.0,,أرضي,,7,False,تجاري,medium,True,"للبيع🌹
: فندق للبيع في باب الجابيه
كسوه قديمة جيدة 
الطابق الاول ٢١غرفة
الطابق الارضي غرف ومستودعات كبيرة وارض ديار مع فسحة سماوية ومدخل كبير للفندق ومكتب استقبال مساحة طابقية ٤٥٠ متر
ملكيه و فروغ"
48f14f8849,,existing database raw_text,بيع,بيع,تجاري,محل تجاري,شارع بغداد,شارع بغداد,400000.0,400 الف$,170.0,,"أرضي, قبو, بلاطة كاملة",2352.94,9,False,طابو أخضر; قبو; حديقة; تجاري,high,False,للبيع ⭕منطقة شارع بغداد خلف كازية عوض⭕ أرضي بلاطة كاملة⭕ المساحة:310م² داخلي⭕ و170م² حدائق وفي الحديقة معمر 3 غرف خارجية ممكن تسخدم كمستودعات ⭕ يوجد باب خارجي مستقل⭕ من الشارع مباشرة وباب من البناء أرضه حرة لا يوجد قبو يصلح مشفى أو معهد ⭕ إكساء قديم نظيف ⭕ طابو اخضر ٢٤٠٠ ⭕ تسليم فوري ⭕ سعر 400 الف$ وبازار ⭕
ff17df9443,,existing database raw_text,بيع,بيع,تجاري,محل تجاري,العدوي,العدوي,75000.0,75الف$,40.0,,,1875.0,9,False,طابو أخضر; تجاري,high,False,للبيع ⭕محل تجاري المنطقة دمشق العدوي بالقرب من جامع الثناء⭕ المساحة: 40 م²⭕ التقسيم: طابقين بتوزيع عملي ومناسب للاستثمار⭕ الملكية: طابو أخضر ⭕ الكسوة: سوبر ديلوكس ⭕ مناسب لـ تجارة مكتب استثمار مضمون⭕ سعر 75الف$ منهي ⭕
4ac5f5ef34,,existing database raw_text,بيع,بيع,تجاري,محل تجاري,عرنوس,عرنوس,100000.0,100 الف $,60.0,,قبو,1666.67,9,False,سطح; قبو; تجاري,high,False,للبيع ⭕ قبو تجاري⭕ عرنوس جانب السفارة البلغارية مساحة ٦٠ م⭕ عبارة عن صالة وحمام ومطبخ كسوة سوبر ديلوكس جديدة طاقة بديلة سطح مشترك وقبو خدمات مشترك⭕ مرخص شركة ادوية ومستودع ادوية ويصلح جميع المهن التجارية سعر البيع 100 الف $ وبازار ⭕
9ad9c49c7c,,existing database raw_text,بيع,بيع,تجاري,محل تجاري,أبو رمانة,أبو رمانة,,,250.0,,"أرضي, قبو",,7,False,طابو أخضر; قبو; حديقة; تجاري,medium,True,للبيع⭕ في أبو رمانة مقابل الفورسيزن طابق أرضي طلوع 4 درجات ارتفاع داخلي 4.5 م المساحة الداخلية: 250 م² تراس: 90 م² حديقة تحيط بالمنزل باب مستقل من الحديقة + باب من البناء النظامي قبو عدد 2 مساحة كل قبو 45 م² أرض حرة 5 غرف + صالون واسع الملكية: طابو أخضر يصلح سكني أو تجاري مكتب عيادة سفارة شركة سعر مليون دولار وبازار
d027801c33,,existing database raw_text,بيع,بيع,تجاري,محل تجاري,المالكي,المالكي,500000.0,500 الف دولار,600.0,,,833.33,9,False,سطح; حديقة; تجاري; مدخل مستقل,high,False,للبيع ⭕ شقة تجارية مميزة المالكي قرب نهاية نزلة عدنان المالكي 600 م² 300 داخلي + 300 حديقة 11 غرفة طابو تجاري 2400 سهم مدخل مستقل + حصة بالسطح كافة الجهات كسوة جيدة جداً السعر مليون و 500 الف دولار
f1a9c22367,,existing database raw_text,,,تجاري,محل تجاري,المالكي,المالكي,400000.0,400 الف $,300.0,,أرضي,,8,False,حديقة; صور; تجاري,high,False,لقطة بالمالكي جادة قرطبة عقار يصلح شركة، عيادات، مركز طبي، مهنة فكرية، سكني الارتفاع ارضي نزول ٧ درجات المساحة ٣٠٠ متر تقريبا ٢١٥ داخلي ٨٥ حديقة ٦ غرف وصالون غرفة ماستر وحمامين ومطبخ الملكية طابو ٢٤٠٠ سهم السعر 400 الف $ لا يوجد صور
904e095354,,existing database raw_text,بيع,بيع,تجاري,محل تجاري,الجبة,الجبة,,,100.0,,قبو,,7,False,طابو أخضر; قبو; حديقة; تجاري,medium,True,للبيع بسعر لقطة منطقة الجبة قريب ع دوار تربية قبو مساحة 100م² فايش نزول سبع درجات 3 غرف وصالون كبير ومطبخ وحمامين يوجد دخلين + حديقة 20 م² + مستودع صغير طابو اخضر 2400 سهم يصلح سكني تجاري تعليمي صحي جمعية خيرية
2455465407,,existing database raw_text,بيع,بيع,شقة/سكني,سكني,الشهبندر,الشهبندر,400000.0,400 الف$,200.0,,طابق أول,2000.0,9,False,طابو أخضر,high,False,للبيع الشهبندر جادة عمر المختار المساحة 200م² طابق أول 5 غرف وصالون الإكساء قيد تشطيب الملكية طابو أخضر 2400 سهم السعر 400 الف$ وبازار
84348a1029,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,ريف دمشق,ريف دمشق,112000.0,112 الف$,90.0,,طابق 3,1244.44,10,True,طابو أخضر; سطح; مصعد; صور; برندا,medium-low,True,للبيع مغري خلف نقابة المعلمين ريف دمشق، المساحة 90م2، 3 غرف نوم وصالون وبرندا، كسوة ممتازة، طابو اخضر 2400، اتجاه قبلي شمالي، طابق 3 نظامي لا يوجد مصعد، السطح مشترك، يوجد صور، السعر 112 الف$ منهي
a3d4febea7,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,العدوي,العدوي,215000.0,215 الف$,120.0,,,1791.67,8,False,مصعد; برندا,medium-low,True,للبيع الموقع العدوي قرب دار الشفاء، المساحة 120 متر، 3 غرف + صالون + برندة، الطابق الثاني، الاتجاهات قبلي شمالي، إطلالة مميزة، الملكية سجل مؤقت 2400 سهم، الإكساء جيدة، مصعد 24 ساعة، ناطور باركينغ، مدة التسليم فوري، السعر 215 الف$
f2238c3737,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,تجاري,محل تجاري,الجسر الأبيض,الجسر الأبيض,250000.0,250 الف$,160.0,,طابق أول,1562.5,9,False,طابو أخضر; تجاري; برندا,medium-low,True,للبيع شقة بجسر الابيض ع الشارع العام مباشر اخد سوكة، طلالة على ساحة جسر الابيض مباشرة، مساحة 160م تقريباً، طابو اخضر 2400، طابق اول، 3 غرف وصالون برندات، شرقي شمالي غربي، يصلح تجاري، كسوة قديمة، 5 غرف وصالون وموزع صغير، سعر 250 الف$ وبازار
d3e23641d9,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,أبو رمانة,أبو رمانة,350000.0,350 الف$,170.0,,طابق ثاني,2058.82,9,False,طابو أخضر,medium-low,True,للبيع شقة أبو رمانة موقف نورا، المساحة 170م2، الكسوة عادية، 3 غرف نوم وصالونين، الطابق تاني، الاتجاه قبلي شرقي غربي، طابو اخضر 2400، السعر 350 الف$ وبازار
942f756f01,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,شارع الأمين,شارع الأمين,150000.0,150 ألف$,130.0,,طابق ثاني,1153.85,9,False,طابو أخضر; برندا,medium-low,True,للبيع منزل بدوار شارع الامين ع الشارع مباشرة، مساحة 130 م، 4 غرف وصوفا، اتجاه شرقي غربي، طابو اخضر، الاكساء قديمة، طابق ثاني، 3 برندات، سعر 150 ألف$
a94643c639,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,الجبة,الجبة,240000.0,240 الف$,140.0,,طابق 3,1714.29,9,False,طابو أخضر; مصعد; برندا,medium-low,True,للبيع شقة مميزة جداً في منطقة الجبة، قريب ع شارع دوار تربية، طابق 3 ليس الأخير، يوجد رخصة لتركيب مصعد، مساحة 140م2، غرف وصالون وصوفا + برندا، اتجاه قبلي شرقي غربي، الاكساء سوبر ديلوكس حديث، طابو اخضر 2400، سعر 240 الف$ منهي
e47a7527d2,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,الجبة,الجبة,275000.0,275 الف$,150.0,,طابق ثاني,1833.33,8,False,مصعد,medium-low,True,للبيع شقة مميزة في منطقة تنظيم الجبة بناء حجر، مصعد 24 ساعة، طابق تاني، سعر 275 الف$ وبازار. المساحة غير مكتملة في OCR ويبدو أنها بحدود 150م تقريباً
ea88d9acfd,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,البرامكة,البرامكة,275000.0,275 الف$,,,طابق أول,,6,False,برندا,medium-low,True,للبيع شقة في منطقة البرامكة كسوة سوبر، طابق أول، سوكة وبرندات على الشارع العام، 3 غرف وصالون مفتوح ومنافع ومطبخ، سعر 275 الف$ وبازار. المساحة غير واضحة في OCR
d7f6a89b13,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,الميدان,الميدان,125000.0,125 الف$,90.0,,,1388.89,9,False,طابو أخضر,medium-low,True,للبيع المنطقة الميدان أبو حبل دخلة ابن المهايني، طابو اخضر 2400، الطابق الاول، المساحة 90م، غرفتين وصالون وصوفا ومنتفعات وحصة، السعر 125 الف$ وبازار
133ccc3a29,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,الجسر الأبيض,الجسر الأبيض,350000.0,350 الف$,190.0,,,1842.11,8,False,كراج; برندا,medium-low,True,للبيع شقة بمنطقة الجسر الأبيض، مساحة 190م2، 5 غرف نوم وصالون، اتجاه شمالي غربي، برنده على الاتجاه القبلي، تراس ضهر كراج مساحة 15م، سعر 350 الف$ وبازار
b6596cfe47,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,ركن الدين,ركن الدين,200000.0,200 الف$,115.0,,طابق أول,1739.13,8,False,مصعد,medium-low,True,للبيع بشرقي ركن الدين بشارع الإمداد والتموين، طابق اول مع مصعد، مساحة 115م2، 3 غرف وصالون، سعر 200 الف$ وبازار
fbfe17a54e,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,المزة,المزة,600000.0,600 الف$,220.0,,طابق ثاني,2727.27,8,False,مصعد,medium-low,True,للبيع منطقة المزة أوتوستراد بناء المروحيات فرصة رائعة، بمساحة 220م2، طابق تاني، 3 غرف نوم و3 صالونات كبار، غرفة ماستر وغرفتين بحمام، صالونين وغرفة سفرة مفتوحة على المطبخ، موجود مصعد يعمل 24 على الطاقة البديلة، السعر ظاهر في OCR 600 الف$
c756fb3d7d,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,أرض/مزرعة,أرض,الروضة,الروضة,600000.0,600 الف$,400.0,,أرضي,1500.0,9,False,حديقة; مدخل مستقل,medium-low,True,للبيع شقة بقرب من ساحة الروضة، أرضي على الشارع العام مباشر، مدخل مستقل على الشارع العام، مساحة إجمالية 400م تقريباً، داخلي 185م وحديقة 215م، 5 غرف وصالون، بسعر 600 الف$
8bf84e2ffa,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,باب مصلى,باب مصلى,185000.0,185 الف$,185.0,,قبو,1000.0,9,False,طابو أخضر; سطح; قبو; مصعد,medium-low,True,للبيع المنطقة باب مصلى مقابل مشفى الرشيد، الملكية طابو اخضر، الطابق الثاني، الاتجاهات قبلي شرقي غربي، المساحة 185م2، 5 غرف وصالون ومنتفعات وحصة سطح وقبو، يوجد مصعد، الاكساء نظيف، السعر 185 الف$
3b66df82f7,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,باب مصلى,باب مصلى,150000.0,150 الف$,110.0,,"ملحق, طابق رابع",1363.64,9,False,طابو أخضر,medium-low,True,للبيع في باب مصلى، غرفتين وصالون وتراس ومنافع، طابو اخضر، طابق رابع ملحق، مساحة 110م، اتجاه قبلي شرقي شمالي، يوجد رخصة اصنصير، سعر 150 الف$ وبازار
1bdebdf596,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,المهاجرين,المهاجرين,,,190.0,,طابق ثاني,,7,False,طابو أخضر; حديقة,medium-low,True,للبيع مهاجرين بالقرب من جامع الخير وحديقة، المساحة 190م، جهة طابق ثاني، اتجاه قبلي شرقي، الإكساء نظيف، الملكية طابو أخضر 2400 بريء الذمة. السعر غير واضح في OCR
fdbf6858b5,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,كفرسوسة,كفرسوسة,90000.0,90 الف$,,,طابق ثالث,,7,False,طابو أخضر,medium-low,True,للبيع مدخل البناية على دوار كفرسوسة مباشرة، 3 غرف ومنتفعات وفسحة سماوية ضاوي، طابو أخضر 2400 سهم بصمة وحدة، طابق ثالث نظامي، السعر 90 الف$
e216de41e1,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,كفرسوسة,كفرسوسة,90000.0,90 الف,,,,,7,False,طابو أخضر,medium-low,True,للبيع مدخل البناية على دوار كفرسوسة مباشرة، 3 غرف ومنتفعات وفسحة سماوية ضاوي، طابو أخضر 2400 سهم بصمة وحدة، السعر 80 الف$ وسكرة. OCR أظهر نسخة أخرى بسعر 90 الف لذلك يحتاج مراجعة
2b705094e3,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,المزرعة,المزرعة,300000.0,300 الف$,180.0,,,1666.67,9,False,طابو أخضر; حديقة,medium-low,True,للبيع منطقة شهبندر طلعة وزارة التربية، مساحة 180م مع حديقة، 4 غرف وصالون، شبابيك على شارع ارتفاع متر ونص، الاكساء ممتاز، طابو اخضر 2400، سعر 300 الف$ وسكرة
1056ea0675,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,كفرسوسة,كفرسوسة,230000.0,230 الف$,145.0,,طابق 3,1586.21,9,False,طابو أخضر; سطح; مصعد; برندا,medium-low,True,للبيع شقة منطقة تخطيط كفر سوسة قرب بزورية، طابق 3 نظامي يوجد مصعد، مساحة 145م، 3 غرف وصالون وبرندة، اتجاه قبلي غربي، طابو اخضر 2400، بناء مخدم مصعد 24 ساعة على الطاقة وحصة بالسطح، سعر 230 الف$ وبازار
ca56535b27,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,أرض/مزرعة,أرض,أبو رمانة,أبو رمانة,325000.0,325 الف دولار,135.0,,أرضي,2407.41,9,False,طابو أخضر,medium-low,True,للبيع منطقة بأبو رمانة بقرب أمرية الطيران، الطابق الأرضي طلوع، المساحة 135م2، 3 غرف وصالون ومطبخ وحمام، الاكساء قديمة، الاتجاه شمالي غربي، طابو اخضر، السعر 325 الف دولار وبازار
db9db49aab,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,صيدلية/تجاري,محل تجاري,الجسر الأبيض,الجسر الأبيض,275000.0,275 الف$,170.0,,طابق ثاني,1617.65,9,False,طابو أخضر; تجاري; برندا,medium-low,True,للبيع منطقة جسر الأبيض قريب من صيدلية طارق، طابق ثاني، مساحة 170م، 5 غرف وصالون + برندا عدد 2، الاكساء وسط، طابو اخضر 2400، اتجاه قبلي شمالي، السعر يظهر قرب 275 الف$ في OCR ويحتاج مراجعة
b8ebfc2b54,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,,,المالكي,المالكي,400000.0,400 ألف$,120.0,,قبو,3333.33,8,False,طابو أخضر; قبو; حديقة,medium-low,True,للبيع منطقة المالكي خلف السفارة الأمريكية، قبو فايش مشمس وضاوي، مساحة داخلية 120م2، مساحة الحديقة 25م2، مساحة إجمالية 145م2، الاكساء سوبر ديلوكس، طابو أخضر، سعر 400 ألف$ وبازار
e1f9c7d71b,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,العدوي,العدوي,290000.0,290 الف$,,,طابق 3,,7,False,طابو أخضر; برندا,medium-low,True,للبيع منطقة بالعدوي على الحزام الأخضر، طلالة، 3 غرف وصالون + برندا عدد 2، طابق 3 نظامي، طابو اخضر 2400، سعر 290 الف$ وبازار خفيف
6d1e7257f9,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,أرض/مزرعة,أرض,شارع بغداد,شارع بغداد,160000.0,160 الف$,17.0,,أرضي,9411.76,8,False,,medium-low,True,للبيع منطقة بشارع بغداد خلف كازية عوض، طابق ارضي طلوع 10 درجات، المساحة 110م + 17م تراس، الملكية حكم محكمة، الاكساء نظيف جدا، غرفتين وصالون، سعر 160 الف$ وسكرة
962e7d6475,,WhatsApp video frame pass 2 needs LLM Vision review,بيع,بيع,شقة/سكني,سكني,القابون,القابون,,,75.0,,,,7,False,حديقة,medium-low,True,للبيع بسعر مناسب ولقطة، منطقة أبو جرش القابون، مساحة داخلي 75م، مساحة الحديقة 50م، غرفتين وصالون. السعر غير واضح في OCR
